Public_ID	Family_ID	Zygosity	Sex	Duplicate	OtherTwin	NRD	nSNPs	Depth	Singletons	TsTv	Discord	Het	HomAlt	NumRelationsIBD0125	PiHat0125	PCAfail	SexCheck	ALSPAC_Pop_Strat_QC	ALSPAC_Relatedness_QC	ALSPAC_Other_QC	PhenoNum	SeqQCPass	PopQCPass	RelQCPass	CotwinQCPass	DuplicateQCPass	Pass
QTL_RP333532	UK10K1523	Dizygotic	female	NA	NA	0.324	3387429	7.318	6298	2.089	0.21	24.37	11.97	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL_RP333543	UK10K1530	Dizygotic	female	NA	NA	0.394	3409559	7.909	11486	2.088	0.15	22.22	13.46	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL_RP333545	UK10K924	Dizygotic	female	NA	NA	0.906	3392646	4.955	4086	2.088	0.47	23.76	12.16	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL_RP333565	UK10K1468	Dizygotic	female	NA	NA	2.331	3402682	5	3482	2.088	1.16	24.39	11.98	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
QTL_RP333577	UK10K1531	Dizygotic	female	NA	NA	1.634	3418107	8.045	5977	2.087	0.52	24.58	12.31	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL_RP333609	UK10K876	Dizygotic	female	NA	NA	0.8	3399822	5.591	4578	2.088	0.37	24.11	12.07	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL_RP333632	UK10K240	Monozygotic	female	NA	NA	0.469	3446135	6.818	10839	2.092	0.25	24.94	11.93	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL_RP333644	UK10K1491	Monozygotic	female	NA	NA	0.392	3403669	6	6169	2.09	0.19	23.67	12.51	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL_RP333657	UK10K1500	Monozygotic	female	NA	NA	0.364	3396232	6.227	5247	2.091	0.13	23.93	12.33	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL_RP333663	UK10K495	Monozygotic	female	NA	NA	0.445	3379514	5.545	4095	2.091	0.25	25.44	11.08	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL_RP333675	UK10K1544	Monozygotic	female	NA	NA	0.465	3397456	4.909	3475	2.089	0.17	22.46	12.56	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL_RP333679	UK10K1509	Monozygotic	female	NA	NA	0.46	3378837	5.045	4180	2.091	0.14	22.14	12.26	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL_RP333683	UK10K1504	Monozygotic	female	NA	NA	0.408	3393377	5.545	4837	2.092	0.22	23.99	11.88	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL_RP333689	UK10K260	Monozygotic	female	NA	NA	0.479	3394776	4.727	3510	2.09	0.2	22.42	13.01	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL_RP333693	UK10K343	Monozygotic	female	NA	NA	0.349	3397629	6.773	5510	2.087	0.15	23.56	12.05	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL_RP333700	UK10K1256	Monozygotic	female	NA	NA	0.394	3382204	5.818	4469	2.094	0.18	23.59	12.52	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL_RP333705	UK10K1524	Monozygotic	female	NA	NA	0.292	3394697	8.045	7200	2.091	0.16	24.34	12.74	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL_RP333712	UK10K982	Dizygotic	female	NA	NA	0.41	3389523	5.773	4425	2.091	0.2	23.32	13	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL_RP333714	UK10K964	Dizygotic	female	NA	NA	0.407	3384054	5.909	5418	2.087	0.19	23.57	12.6	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL_RP333724	UK10K1066	Dizygotic	female	NA	NA	0.408	3394935	5.136	4920	2.092	0.22	24.27	11.69	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL_RP333745	UK10K347	Dizygotic	female	NA	NA	0.328	3397901	6.955	6378	2.093	0.19	23.1	13.22	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL_RP333772	UK10K974	Dizygotic	female	NA	NA	0.45	3388008	5.682	5550	2.093	0.23	23.61	11.53	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL_RP333773	UK10K1458	Dizygotic	female	NA	NA	0.339	3399331	6.909	5155	2.089	0.13	20.89	13.53	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL_RP333781	UK10K1498	Dizygotic	female	NA	NA	0.404	3381759	5.136	4103	2.089	0.18	24.3	12.31	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL_RP333784	UK10K1008	Dizygotic	female	NA	NA	0.344	3391744	7	5840	2.09	0.13	22.25	13.52	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL_RP333786	UK10K1427	Dizygotic	female	NA	NA	0.37	3393586	6.045	5797	2.088	0.19	23.72	12.71	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL_RP333789	UK10K963	Dizygotic	female	NA	NA	0.461	3398674	5.955	5732	2.09	0.22	24.56	11.77	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL_RP333793	UK10K293	Dizygotic	female	NA	NA	0.541	3400889	5.773	9639	2.09	0.22	23.75	13.18	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL_RP333795	UK10K1525	Dizygotic	female	NA	NA	0.329	3393090	6.136	4645	2.088	0.11	22.62	13.53	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL_RP333797	UK10K1514	Dizygotic	female	NA	NA	0.423	3386624	6	5325	2.089	0.16	22.48	13.08	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL_RP333799	UK10K565	Dizygotic	female	NA	NA	0.408	3398458	5.091	4706	2.091	0.22	23.9	12.69	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL_RP333955	UK10K1136	Monozygotic	female	NA	NA	0.459	3376908	5.318	4668	2.089	0.18	22.13	12.27	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL_RP334054	UK10K1193	Dizygotic	female	NA	NA	0.386	3390893	6.273	6363	2.087	0.15	23.22	12.81	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL_RP334068	UK10K1039	Dizygotic	female	NA	NA	0.4	3379863	6	5451	2.093	0.22	23.31	12.14	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL_RP334070	UK10K939	Dizygotic	female	NA	NA	0.318	3405354	7	6925	2.086	0.13	24.16	12.28	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190044	UK10K686	Dizygotic	female	NA	NA	0.317	3397550	8.909	9719	2.086	0.22	23.46	12.87	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190053	UK10K1386	Dizygotic	female	NA	NA	0.408	3390259	6	5746	2.086	0.15	22.62	13.07	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL190060	UK10K649	Dizygotic	female	NA	NA	2.86	3423805	6	5479	2.091	1.67	24.16	12.09	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190062	UK10K76	Dizygotic	female	NA	NA	0.544	3388762	5.591	5406	2.088	0.26	24.77	11.39	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL190065	UK10K1029	Dizygotic	female	NA	NA	0.421	3391203	5.909	5178	2.09	0.32	23.64	12.18	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190067	UK10K626	Dizygotic	female	NA	UK10K_TW5093588	0.972	3380330	4.909	2086	2.09	0.55	22.91	12.47	0	UK10K_TW5093588	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
QTL190086	UK10K690	Dizygotic	female	NA	NA	1.363	3402609	4.818	4229	2.092	0.81	23.58	12.36	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190135	UK10K634	Dizygotic	female	NA	NA	0.43	3376811	5.636	3998	2.09	0.25	23.43	12.65	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190138	UK10K638	Dizygotic	female	NA	NA	0.425	3361349	5.682	4929	2.089	0.24	23.34	11.91	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL190146	UK10K1175	Dizygotic	female	NA	NA	0.547	3374466	5.955	5174	2.087	0.31	21.98	12.28	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190162	UK10K660	Dizygotic	female	NA	NA	0.501	3401910	4.955	5276	2.089	0.19	22.9	12.76	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL190166	UK10K663	Dizygotic	female	NA	NA	0.621	3399072	5.864	5598	2.093	0.25	23.64	12.52	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190172	UK10K674	Dizygotic	female	NA	NA	0.38	3390236	5.909	4777	2.089	0.14	24.68	11.5	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
QTL190234	UK10K1632	Dizygotic	female	NA	NA	0.321	3402649	7	6211	2.086	0.12	23.81	12.16	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL190248	UK10K737	Dizygotic	female	NA	NA	0.586	3410128	5.455	10910	2.09	0.22	23.72	11.89	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190266	UK10K1589	Dizygotic	female	NA	NA	0.432	3397976	5.818	4893	2.091	0.15	24.96	12.69	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190268	UK10K1634	Dizygotic	female	NA	NA	0.287	3408759	7.864	6417	2.086	0.14	23.9	12.65	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL190281	UK10K87	Dizygotic	female	NA	NA	0.381	3392337	6.727	5575	2.09	0.16	22.51	12.62	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190284	UK10K1591	Dizygotic	female	NA	NA	0.376	3402253	7.636	8005	2.088	0.19	24.05	12.4	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190291	UK10K372	Dizygotic	female	NA	NA	0.495	3379374	4.909	4116	2.091	0.26	24.41	12.88	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190301	UK10K741	Dizygotic	female	NA	NA	0.428	3395354	5	4033	2.094	0.28	23.14	11.94	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL190319	UK10K86	Dizygotic	female	NA	NA	0.345	3375792	6.136	5393	2.091	0.14	22.88	12.55	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190321	UK10K1588	Dizygotic	female	NA	NA	0.367	3387499	6.955	6554	2.085	0.13	23.29	13.39	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL190331	UK10K1260	Dizygotic	female	NA	NA	0.463	3356964	5.727	6507	2.087	0.23	24.72	12.24	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL190341	UK10K725	Dizygotic	female	NA	NA	1.56	3398423	8	6039	2.087	0.87	24.51	11.86	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190343	UK10K404	Dizygotic	female	NA	NA	0.414	3391955	6	5062	2.091	0.22	23.31	12.37	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL190351	UK10K1752	Dizygotic	female	NA	NA	0.792	3370480	7	5783	2.085	0.46	22.59	12.93	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190362	UK10K163	Dizygotic	female	NA	NA	0.514	3368652	7	5384	2.088	0.26	23.79	12.1	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL190423	UK10K391	Dizygotic	female	NA	NA	0.398	3380478	5.864	4827	2.088	0.19	24.28	12.11	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190432	UK10K47	Dizygotic	female	NA	NA	0.378	3377919	5.909	4795	2.089	0.25	22.66	12.99	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
QTL190473	UK10K999	Dizygotic	female	NA	QTL218460	0.864	3379829	4.955	2419	2.09	0.28	22.65	12.23	0	QTL218460	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL190477	UK10K984	Dizygotic	female	NA	NA	0.409	3389241	5.045	4591	2.091	0.16	23.91	12.38	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL190533	UK10K800	Dizygotic	female	NA	NA	0.454	3408575	5.955	8063	2.093	0.15	23.35	12.18	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL190550	UK10K1100	Dizygotic	female	NA	NA	0.545	3404957	5.455	4473	2.091	0.36	22.77	12.63	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL190576	UK10K1637	Dizygotic	female	NA	NA	0.437	3390752	7	5705	2.087	0.18	23.88	12.11	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190585	UK10K385	Dizygotic	female	NA	NA	0.368	3396359	6.727	5615	2.088	0.23	24.12	12.3	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190613	UK10K1650	Dizygotic	female	NA	NA	0.345	3408433	7	7189	2.089	0.19	23.24	13.05	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL190615	UK10K1653	Dizygotic	female	NA	NA	0.492	3387990	5.273	4377	2.089	0.22	22.84	13.12	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190617	UK10K1651	Dizygotic	female	NA	NA	0.381	3390139	7	6127	2.087	0.14	23.45	12.24	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL190621	UK10K296	Dizygotic	female	NA	NA	0.376	3398928	6.818	5393	2.089	0.14	22.98	12.58	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL190623	UK10K327	Dizygotic	female	NA	NA	0.572	3422015	5.864	10753	2.089	0.17	24.26	12.04	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
QTL190627	UK10K1644	Dizygotic	female	NA	QTL190628	0.788	3439222	5.182	4692	2.092	0.55	23.79	12.89	0	QTL190628	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
QTL190628	UK10K1644	Dizygotic	female	NA	QTL190627	0.54	3433345	5	4051	2.085	0.27	23.43	12.84	0	QTL190627	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190645	UK10K1656	Dizygotic	female	NA	NA	0.277	3423489	8.273	7394	2.086	0.17	23.71	12.98	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190648	UK10K547	Dizygotic	female	NA	NA	0.41	3383501	5.955	5387	2.092	0.17	24.55	12.44	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190658	UK10K1658	Dizygotic	female	NA	NA	0.19	3421640	11.5	10467	2.09	0.08	25.4	12.02	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190679	UK10K1662	Dizygotic	female	NA	NA	0.373	3387870	7.182	5685	2.09	0.18	22.3	12.62	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190680	UK10K1610	Dizygotic	female	NA	NA	0.223	3408799	14.682	8713	2.087	0.07	25.25	11.34	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190689	UK10K553	Monozygotic	female	NA	NA	0.643	3386376	5.773	5024	2.088	0.33	23.77	12.25	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL190710	UK10K449	Dizygotic	female	NA	NA	0.434	3395041	5.818	4593	2.09	0.16	23.09	12.46	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL190712	UK10K109	Dizygotic	female	NA	NA	0.408	3391048	5.955	5445	2.092	0.19	24.03	12.23	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190713	UK10K10	Dizygotic	female	NA	NA	0.406	3375099	5.864	4645	2.093	0.14	22.49	12.8	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190715	UK10K167	Dizygotic	female	NA	NA	0.354	3399688	6	5443	2.088	0.15	23.52	12.29	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL190717	UK10K1670	Dizygotic	female	NA	NA	0.452	3387352	6.136	5425	2.09	0.28	24.56	12.38	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190726	UK10K503	Dizygotic	female	NA	NA	0.409	3383939	5.545	4569	2.089	0.16	21.6	13.12	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL190730	UK10K422	Dizygotic	female	NA	NA	0.549	3389067	5.591	5417	2.091	0.34	24.83	12.06	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190733	UK10K1676	Dizygotic	female	NA	NA	0.153	3408906	11.045	8823	2.093	0.04	22.3	13.07	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190734	UK10K180	Dizygotic	female	NA	NA	0.467	3396351	4.955	5977	2.089	0.23	23.44	12.38	0	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	yes	yes	yes
QTL190742	UK10K1712	Dizygotic	female	NA	NA	0.12	3418805	13.773	8678	2.092	0.06	24.49	12.82	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL190744	UK10K426	Dizygotic	female	NA	NA	0.455	3372497	5	4373	2.092	0.22	23.33	12.13	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190748	UK10K1686	Dizygotic	female	NA	NA	0.128	3407039	12.955	8378	2.089	0.05	23.99	12.58	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190749	UK10K1687	Dizygotic	female	NA	NA	0.225	3397453	10.227	7745	2.088	0.07	24.48	12.82	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL190751	UK10K298	Dizygotic	female	NA	NA	0.444	3386859	5.864	4568	2.092	0.26	23.02	12.45	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL190756	UK10K203	Dizygotic	female	NA	NA	0.463	3377257	5.864	5278	2.087	0.22	23.31	12.76	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL190765	UK10K1681	Dizygotic	female	NA	NA	0.164	3402564	11.818	8789	2.094	0.09	23.91	12.64	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190772	UK10K1684	Dizygotic	female	NA	NA	0.485	3402687	4.864	4240	2.09	0.25	23.03	11.94	0	NA	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
QTL190776	UK10K1694	Dizygotic	female	NA	NA	1.257	3398634	13.136	8410	2.091	0.66	23.94	12.38	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190777	UK10K1689	Dizygotic	female	NA	NA	0.129	3399194	13.591	8871	2.09	0.04	23.32	12.41	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190779	UK10K1729	Dizygotic	female	NA	NA	0.525	3377411	5.773	5114	2.092	0.27	24.66	11.75	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL190783	UK10K1715	Dizygotic	female	NA	NA	0.195	3391391	11.727	7879	2.089	0.07	24.37	12.6	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL190786	UK10K419	Dizygotic	female	NA	NA	0.371	3392427	6.545	5051	2.09	0.12	23.25	13.07	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190794	UK10K1724	Dizygotic	female	NA	NA	0.406	3381640	6	4892	2.092	0.21	22.86	12.67	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190800	UK10K1725	Dizygotic	female	NA	NA	0.145	3401995	19.182	9544	2.089	0.44	24.99	12.83	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190806	UK10K1683	Dizygotic	female	NA	NA	0.198	3395953	10.955	10036	2.089	0.08	23.29	12.34	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190830	UK10K1702	Dizygotic	female	NA	NA	0.157	3390182	14	8074	2.09	0.1	22.73	12.73	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190831	UK10K1706	Dizygotic	female	NA	NA	0.195	3412231	10.727	7274	2.09	0.07	23.46	12.81	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190837	UK10K1707	Dizygotic	female	NA	NA	0.137	3412416	12.455	8124	2.09	0.07	23.04	13.29	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL190839	UK10K1739	Dizygotic	female	NA	NA	0.501	3404010	5	7038	2.09	0.32	22.89	12.78	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL190840	UK10K1731	Dizygotic	female	NA	NA	0.145	3401122	17.636	10753	2.091	0.43	23.68	12.71	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190854	UK10K1733	Dizygotic	female	NA	NA	0.502	3409890	5.5	4183	2.088	0.23	22.34	13.08	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190869	UK10K1680	Dizygotic	female	NA	NA	0.414	3403862	6.727	5828	2.086	0.17	22.94	12.52	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190880	UK10K412	Dizygotic	female	NA	NA	0.522	3387586	4.864	4219	2.091	0.25	23.08	11.87	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
QTL190885	UK10K1757	Dizygotic	female	NA	NA	0.292	3399640	7.545	6121	2.087	0.14	23.65	13.31	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190886	UK10K1758	Dizygotic	female	NA	NA	0.422	3413336	6	6034	2.089	0.22	23.53	12.34	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL190892	UK10K1001	Dizygotic	female	NA	NA	0.493	3380837	4.955	4093	2.09	0.25	23.26	12.75	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
QTL190899	UK10K1773	Dizygotic	female	NA	NA	0.355	3409267	11	9329	2.088	0.18	24.91	11.88	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190922	UK10K1783	Dizygotic	female	NA	NA	0.361	3403330	12.182	8657	2.091	0.07	24.74	12.17	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190934	UK10K1787	Dizygotic	female	NA	NA	0.393	3417186	6.864	5438	2.089	0.15	23.32	13.31	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190938	UK10K446	Dizygotic	female	NA	NA	0.365	3400225	6	4691	2.09	0.17	22.57	12.89	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL190943	UK10K1794	Dizygotic	female	NA	NA	0.168	3416577	14.955	9487	2.091	0.45	23.7	12.73	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL190958	UK10K185	Dizygotic	female	NA	NA	0.473	3399442	5.364	4740	2.091	0.22	22.49	12.55	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL190961	UK10K179	Dizygotic	female	NA	NA	0.381	3385895	5.955	4109	2.092	0.14	23.27	13.1	0	NA	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
QTL190963	UK10K845	Dizygotic	female	NA	NA	4.798	3367182	5	3868	2.092	2.62	23.49	12.22	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190974	UK10K381	Dizygotic	female	NA	NA	0.438	3373777	5	4695	2.087	0.18	22.92	12.84	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL190976	UK10K1789	Dizygotic	female	NA	NA	0.158	3388069	12	8921	2.091	0.07	24.29	12	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL190984	UK10K1606	Dizygotic	female	NA	NA	0.778	3408639	12.182	8842	2.094	0.39	24.84	12.41	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL190993	UK10K1800	Dizygotic	female	NA	NA	0.189	3402742	11.773	10541	2.089	0.07	23.67	12.58	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL191002	UK10K754	Dizygotic	female	NA	NA	0.463	3382763	5	4262	2.089	0.19	24.29	11.92	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
QTL191020	UK10K919	Dizygotic	female	NA	NA	NA	3387876	5	3759	2.09	0.3	25.14	12.57	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL191028	UK10K761	Dizygotic	female	NA	NA	0.232	3399446	8.955	7589	2.088	0.2	23.88	12.64	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL191030	UK10K38	Dizygotic	female	NA	NA	0.458	3377397	4.955	4115	2.091	0.37	23.36	12.6	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL191032	UK10K1808	Dizygotic	female	NA	NA	0.318	3390158	6.909	6532	2.088	0.16	23.65	12.09	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL191034	UK10K1807	Dizygotic	female	NA	NA	0.34	3396057	7	5706	2.09	0.19	23.39	12.4	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL191043	UK10K908	Dizygotic	female	NA	NA	1.144	3388717	6.182	5055	2.091	0.75	24.46	11.76	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
